,country,year,contributions,personal,corporate,consumption,rgdp_pc,debt_to_gdp,property_rights,spending,business_freedom,labor_freedom,monetary_freedom,trade_freedom,investment_freedom,financial_freedom,corruption,gini
388,Germany,2019,1.3446069986448264,1.320600599880319,0.09574495990665625,-0.9543814061129638,0.6796689669882873,-0.03396650996824363,0.5214470659798963,0.2635338082974182,0.5609146729675237,-0.5543787656378033,-0.8377016649480444,0.13754363638819786,0.3145326711770603,0.10698497375725381,1.404625762609985,-0.1423668819902377
44,Luxembourg,2006,-0.18285548871290727,-0.5394634446025335,1.932316741969736,-1.052037916844583,3.3304206530905924,-1.5104572683083675,1.073203293252585,-0.04355007848982766,-0.07052542793663344,-0.6609828354053656,1.0621472542642978,-0.9511568079874495,1.1444071456181633,1.7734758479021255,-0.9246834988361391,-0.5000187299674834
274,Cyprus,2015,-0.6156365267975983,-1.1594847927634844,0.8888100476157139,0.3151532333980911,-0.23806408610336946,1.2893035092988485,-0.019383295406205224,-0.04913342188595908,0.1859971130556802,-0.036587569623928305,0.3314361314903197,0.7423772165968918,-0.5153418032640427,-1.559505900387618,0.7847815613848259,0.9816817830811078
328,Cyprus,2017,-0.5647211105523406,-1.1594847927634844,0.7218489765190701,0.5592945102271399,-0.10433025884803446,0.907644577426024,0.27561508353166847,0.6264511290459814,-0.17905419527953645,-0.11273333374361576,0.47757835604511395,0.43996042649254485,-0.10040456604349117,-1.559505900387618,0.654288045337424,0.26637808712661537
374,Slovakia,2018,1.0391145011732803,0.2515982754648857,-0.8642811988990452,-0.4172705970890556,-0.575465943857655,-0.3069780086801912,-0.1177160883854962,0.37520067622005304,-1.353138132898205,-0.46300384869417816,-0.08263350474826853,0.40971874748211184,-0.10040456604349117,0.10698497375725381,0.4259243922544707,-2.2627314092839113
108,Austria,2009,0.8609105443148772,1.299220553392011,-0.11295637896414834,-0.2219575756258172,0.609121305821482,0.5287714771727093,1.073203293252585,-0.5851343879146065,0.09720084886603242,1.4177965250621023,-0.10699054217406641,0.07706027836732761,-0.5153418032640427,0.10698497375725381,-0.9475198641444345,-0.5766584116768935
349,Spain,2017,0.19901013312652613,-0.13324256132466938,0.5548879054224262,-1.296179193673632,-0.028874934295712414,1.0497219900210168,0.04617189991332235,0.2132837177322326,-1.0571505855993804,-0.36401435533858467,1.0134331794126985,0.43996042649254485,0.7294699083976117,0.10698497375725381,0.654288045337424,1.1094145859301243
169,Estonia,2011,0.19901013312652566,-0.17600265430128575,-1.9077878932530679,0.3639814887639007,-0.7907896748972082,-1.5271722580254254,0.5269099989231899,0.8162848045144611,0.32412463512846534,-0.32594147327874096,-0.642845365541651,0.6214105005551513,1.1444071456181633,0.9402304108296897,-0.9964549326622102,0.547390253394451
79,Spain,2007,0.2753832574944125,-0.11186251483636042,1.8488362064214139,-1.5891487258684913,-0.03194222391166047,-0.685851108933506,-0.019383295406205224,0.9614517328138861,0.03800333940626817,-0.8208889400567094,-0.6915594403932502,0.3189937104508043,-0.5153418032640427,0.9402304108296897,-0.986667918958655,0.547390253394451
383,Czechia,2019,1.2173184580316818,0.465398740347973,-0.5720993244799186,-0.2707858309916268,-0.39510931443990965,-0.853001006104086,0.2428374858719043,0.8107014611183292,-0.5145067488848696,1.372109066590289,0.03915168238072781,0.13754363638819786,0.3145326711770603,0.9402304108296897,0.6216646663255736,0.1897384054172053
84,Croatia,2008,0.2499255493717837,-0.4539432586492984,-0.7390603955765621,2.414768214127912,-0.8245298606726367,-0.602276160348216,-2.204556472723786,-0.5348842973494209,-1.8859157180360884,-1.1102428437115215,-0.6184883281158531,0.6214105005551513,-2.1750907521462484,-0.7262604633151821,-1.0617016906859111,-0.448925608827877
8,Finland,2005,0.3262986737396706,1.256460460415393,0.3044462987774609,0.7057792763245688,0.5735407462764847,-0.5354162014799838,1.073203293252585,-0.8531348709289301,0.728640949770191,-0.7752014815848969,1.6223591150576802,-1.6164737462170138,-0.5153418032640427,0.10698497375725381,-0.8920601198242886,-0.9598568202239429
321,Slovenia,2016,1.1918607499090526,0.3798785543947387,-0.822540931124884,0.9987488085194265,-0.38958819313120313,0.4897698344995738,-0.5656765897356004,-2.098220448266309,0.43265340247136697,-0.35639977892661584,0.7211487303031066,0.7423772165968918,-0.5153418032640427,-1.559505900387618,0.7847815613848259,-1.368601789340796
99,Malta,2008,-1.2775369379859494,-1.4801854900881142,0.9722905831640354,0.4128097441297103,-0.5484737952373122,0.02453595404145923,1.073203293252585,-0.4734675199919716,-0.7512967867239294,-0.00612926397605343,-0.3749179538578604,0.13754363638819786,-2.1750907521462484,0.10698497375725381,-1.0160289600693204,-0.4233790482580734
379,Belgium,2019,0.6572488793338463,1.0426599955323064,1.64013486755061,-0.6614118739181045,0.6778285932187185,1.0357928319234686,0.5979281271860112,-1.2495522520542839,0.047869590982895074,0.07001650014363403,-1.276128338612434,0.13754363638819786,0.7294699083976117,0.10698497375725381,1.2415088675507326,-1.4707880316200088
333,France,2017,1.5482686636258576,1.4488808788101712,1.8070959386472545,-0.31961408635743643,0.4588241146400276,1.0413644951624879,0.8000566460878875,-1.986553580343674,0.03800333940626817,-1.2168469134790838,0.0635087198065257,-1.07212352402919,-0.5153418032640427,0.10698497375725381,1.0783919724914803,-0.2445531242694505
324,Austria,2017,0.9881990849280221,1.320600599880319,0.1792254954549778,-0.31961408635743555,0.7440820489231963,0.4897698344995738,0.854685975520827,-1.0206351728128824,-0.07052542793663344,0.5725785433335708,0.5019353934709153,0.43996042649254485,1.1444071456181633,0.10698497375725381,1.2415088675507326,-0.4744721693976807
28,Belgium,2006,0.6572488793338463,1.2137003674387765,1.3479529931314838,-0.6614118739181045,0.48458934741399123,0.7516380067334827,1.073203293252585,-0.6018844181030018,1.291017289637957,0.6334951546293216,0.03915168238072781,-0.9511568079874495,1.1444071456181633,0.10698497375725381,-0.9670938915515447,-0.5000187299674834
31,Cyprus,2006,-0.9211290242691452,-1.5015655365764227,0.8470697798415524,0.6081227655929496,-0.07120353099579552,0.10532507100723974,1.073203293252585,0.5985344120653228,-0.7512967867239294,0.7553283772208211,0.745505767728908,-0.9511568079874495,-0.5153418032640427,0.10698497375725381,-1.0225536358716905,-0.2445531242694505
55,Belgium,2007,0.6827065874564756,1.2350804139270848,1.2227321898090007,-0.6614118739181045,0.5434813080401938,0.6429905735726055,0.5269099989231899,-0.618634448291397,1.4784760695938781,0.8162449885165709,-0.20441869187726486,0.3189937104508043,1.1444071456181633,0.9402304108296897,-0.9736185673539147,-0.8832171385145329
368,Luxembourg,2018,0.020806176268124046,-0.004962282394817164,2.7253818296787937,-1.4914922151368712,3.5929806442157455,-1.1120833467184852,0.6744091883921268,0.6097010988575864,-0.8302267993369489,-1.05694080882774,1.5249309653544818,0.40971874748211184,1.5593443828387146,0.9402304108296897,1.4372491416218356,0.3941108899756318
32,Czechia,2006,1.0645722092959085,0.1019379500467261,-0.07121611118998757,-1.0520379168445821,-0.6361982782534265,-0.9087176384942792,-0.019383295406205224,-0.04355007848982766,-1.9549794790724808,0.016714465259852592,1.1108613291158969,-0.9511568079874495,-0.5153418032640427,1.7734758479021255,-1.048652339081171,-1.1386827442125658
277,Estonia,2015,0.0971793006360109,-0.11186251483636042,-1.5738657510597809,0.7546075316903784,-0.7098132290361796,-1.4185248248645486,1.073203293252585,0.8721182384757784,0.3833221445882296,-0.10511875733164691,-0.910772777225445,0.7423772165968918,1.1444071456181633,0.9402304108296897,1.0783919724914803,1.2882405099187462
48,Portugal,2006,-0.6665519430428564,-1.0525845603219413,-0.11295637896414834,0.3151532333980911,-0.4944894979966265,0.2362591571241942,-0.019383295406205224,-0.43996745961518124,-0.42571048469522316,-1.3615238653064898,0.745505767728908,-0.9511568079874495,-0.5153418032640427,-1.559505900387618,-0.98993025685984,2.0290907664430433
402,Slovenia,2019,1.2682338742769395,0.4440186938596648,-0.6973201278024014,0.5592945102271399,-0.25646782379905775,0.1303975555828265,0.330244412964608,0.04020007245214848,0.166264609902425,0.08524565296757174,0.550649468322511,0.13754363638819786,-0.5153418032640427,-1.559505900387618,0.7521581823729755,-1.7773467584576481
260,Luxembourg,2014,-0.030109239977133558,-0.09048246834805071,1.3896932609056454,-0.5637553631864862,3.3488243907862807,-1.0647242091868208,1.073203293252585,0.5594510082924008,-0.4947742457316157,-1.2929926775987712,-0.5941312906900518,0.6818938585760216,1.5593443828387146,0.9402304108296897,1.469872520633686,-0.2700996848392542
285,Latvia,2015,-0.6156365267975983,-0.7105038165090029,-1.3234241444148152,0.2663249780322806,-0.8656315415263406,-0.6635644559774285,-1.1119698840649956,1.207118842243683,0.44251965404799387,0.10808938220347776,0.5993635431741102,0.7423772165968918,0.7294699083976117,-1.559505900387618,0.6216646663255736,1.4415198733375663
